text,buy_inten,inten_level,cat
Can you look up the price for hypoallergenic laundry detergent?,1,4.0,"Health, Household & Baby Care"
"I'm thinking of buying a new yoga mat, any suggestions?",1,4.0,"Health, Household & Baby Care"
Could you find me the best prices on baby wipes?,1,4.0,"Health, Household & Baby Care"
What's the most popular probiotic sold on Amazon?,1,3.0,"Health, Household & Baby Care"
I'm looking for a gift for a new mother. Any ideas?,1,2.0,"Health, Household & Baby Care"
Can you help me find a good humidifier for my baby's room?,1,4.0,"Health, Household & Baby Care"
I heard about some eco-friendly detergents on Amazon. Do you know where I can find them?,1,3.0,"Health, Household & Baby Care"
Morning! Could you find me the best-rated baby monitors?,1,4.0,"Health, Household & Baby Care"
"Hey there, can you recommend the best multivitamins available on Amazon?",1,4.0,"Health, Household & Baby Care"
I'm looking to purchase some eco-friendly cleaning supplies. Any ideas?,1,4.0,"Health, Household & Baby Care"
Could you find me a good price on baby diapers?,1,4.0,"Health, Household & Baby Care"
"Hello, I need some assistance with buying health supplements.",1,2.0,"Health, Household & Baby Care"
Is there a sale on household cleaners on Amazon right now?,1,3.0,"Health, Household & Baby Care"
What are the top-rated baby wipes on Amazon?,1,4.0,"Health, Household & Baby Care"
Can you help me find some natural health products?,1,2.0,"Health, Household & Baby Care"
I need a refill on my baby care products. Can you suggest some?,1,4.0,"Health, Household & Baby Care"
Do you have any recommendations for organic cleaning products?,1,4.0,"Health, Household & Baby Care"
I'm thinking of switching to more eco-friendly baby products. Any advice?,1,4.0,"Health, Household & Baby Care"
Good morning! I'm looking for the best deals on vitamins for my kids.,1,4.0,"Health, Household & Baby Care"
Can you find me the highest rated health products for elderly care?,1,4.0,"Health, Household & Baby Care"
What options do I have for biodegradable household items on Amazon?,1,3.0,"Health, Household & Baby Care"
Can you check if there are any discounts on baby strollers?,1,4.0,"Health, Household & Baby Care"
I'm looking for a gift within the baby care range. Any suggestions?,1,2.0,"Health, Household & Baby Care"
"Hi, could you help me find the best prenatal vitamins on Amazon?",1,4.0,"Health, Household & Baby Care"
Are there any new deals on household cleaning gadgets?,1,3.0,"Health, Household & Baby Care"
I'm in urgent need of hypoallergenic baby products. Please assist!,1,5.0,"Health, Household & Baby Care"
Could you find some affordable health supplies for a small clinic?,1,4.0,"Health, Household & Baby Care"
I'm curious about the latest baby monitors. What are the best options?,1,3.0,"Health, Household & Baby Care"
"Hello there, can you help me find some eco-friendly cleaning supplies on Amazon?",1,3.0,"Health, Household & Baby Care"
What's the best brand for baby diapers available right now?,1,4.0,"Health, Household & Baby Care"
I'm looking to buy some multivitamins; any recommendations?,1,4.0,"Health, Household & Baby Care"
Can you find me a good deal on baby wipes?,1,4.0,"Health, Household & Baby Care"
"I need a new air purifier for my home, any suggestions?",1,4.0,"Health, Household & Baby Care"
Is there a sale on hand sanitizers on Amazon today?,1,2.0,"Health, Household & Baby Care"
Could you check if there are any gluten-free baby food options?,1,4.0,"Health, Household & Baby Care"
"Hi, do you know which cleaning products are best for allergy sufferers?",1,3.0,"Health, Household & Baby Care"
I'm thinking about getting a humidifier for the nursery. Any ideas?,1,4.0,"Health, Household & Baby Care"
Can you help me find organic laundry detergent on Amazon?,1,4.0,"Health, Household & Baby Care"
"Good morning, can I get some assistance with finding a high-quality mop?",1,4.0,"Health, Household & Baby Care"
Do you carry any baby monitors with good reviews?,1,4.0,"Health, Household & Baby Care"
"I'm out of dishwasher tablets, can you find me a budget-friendly option?",1,4.0,"Health, Household & Baby Care"
What are the most popular pain relief ointments available?,1,3.0,"Health, Household & Baby Care"
"I heard Amazon has a new range of eco-friendly baby products, is that true?",1,4.0,"Health, Household & Baby Care"
Could you suggest a vitamin supplement that is suitable for vegetarians?,1,4.0,"Health, Household & Baby Care"
"I'm looking for a new toothpaste for sensitive teeth, any discounts?",1,4.0,"Health, Household & Baby Care"
Can you recommend a good stain remover that's safe for children's clothes?,1,4.0,"Health, Household & Baby Care"
I need some new kitchen gloves that are durable; what do you have?,1,4.0,"Health, Household & Baby Care"
Good morning! Can you help me find some multivitamins on Amazon?,1,4.0,"Health, Household & Baby Care"
I need to order some baby wipes soon. Any suggestions?,1,4.0,"Health, Household & Baby Care"
Could you help me check the price for Clorox wipes?,1,3.0,"Health, Household & Baby Care"
I'm thinking of getting some new eco-friendly cleaning supplies. Any ideas?,1,4.0,"Health, Household & Baby Care"
What’s the best selling diaper brand on Amazon right now?,1,2.0,"Health, Household & Baby Care"
Can you recommend a good humidifier for my baby's room?,1,4.0,"Health, Household & Baby Care"
Do you have any discounts on baby care products?,1,3.0,"Health, Household & Baby Care"
"Looking for the best probiotics for kids, any ideas?",1,4.0,"Health, Household & Baby Care"
How much does a pack of antibacterial hand soap cost?,1,3.0,"Health, Household & Baby Care"
"Need a reliable thermometer for home use, can you help?",1,4.0,"Health, Household & Baby Care"
Can you show me some options for organic baby food?,1,4.0,"Health, Household & Baby Care"
What are the latest trends in household cleaning products?,1,2.0,"Health, Household & Baby Care"
Are there any good deals on vitamins this week?,1,4.0,"Health, Household & Baby Care"
"I heard Amazon has a special section for baby essentials, right?",1,2.0,"Health, Household & Baby Care"
Could I get some help finding a good air purifier for my home?,1,4.0,"Health, Household & Baby Care"
Where can I find top-rated baby monitors?,1,3.0,"Health, Household & Baby Care"
Can you find the most economical pack of disposable diapers?,1,4.0,"Health, Household & Baby Care"
"I'm curious, what's the bestselling baby shampoo on Amazon?",1,3.0,"Health, Household & Baby Care"
"Hey, can you assist me in buying some essential oils?",1,4.0,"Health, Household & Baby Care"
"Hello there, can you help me find some multivitamins for adults?",1,4.0,"Health, Household & Baby Care"
"I'm considering buying some eco-friendly cleaning products, any suggestions?",1,4.0,"Health, Household & Baby Care"
Can you recommend the best diapers for newborns available on Amazon?,1,4.0,"Health, Household & Baby Care"
Good morning! I need to restock my baby wipes. Any deals today?,1,4.0,"Health, Household & Baby Care"
"Hey, do you know if Amazon has any special offers on protein shakes?",1,3.0,"Health, Household & Baby Care"
"I'm looking for a reliable thermometer, any recommendations?",1,4.0,"Health, Household & Baby Care"
Can you find me some affordable prenatal vitamins?,1,4.0,"Health, Household & Baby Care"
What's the best baby shampoo I can order from Amazon?,1,4.0,"Health, Household & Baby Care"
Could you help me find some disinfectant sprays that are in stock?,1,4.0,"Health, Household & Baby Care"
I need some advice on organic baby food options.,1,4.0,"Health, Household & Baby Care"
I'm trying to find the best-rated air purifiers for my home. Any ideas?,1,4.0,"Health, Household & Baby Care"
Could you look up the price for baby monitors on Amazon?,1,4.0,"Health, Household & Baby Care"
"I need some new laundry detergent, preferably something gentle for sensitive skin. Suggestions?",1,4.0,"Health, Household & Baby Care"
What are the top-rated nutritional supplements currently on Amazon?,1,4.0,"Health, Household & Baby Care"
Can you find a good deal on baby pacifiers?,1,3.0,"Health, Household & Baby Care"
"I'm looking for the best prices on pet stain removers, found any?",1,4.0,"Health, Household & Baby Care"
I need to order some emergency first aid kits. What options do I have?,1,4.0,"Health, Household & Baby Care"
Can you help me look for the top-rated baby formulas available?,1,4.0,"Health, Household & Baby Care"
Is there a discount on bulk buying of paper towels?,1,2.0,"Health, Household & Baby Care"
"Hi there, can you help me find some quality camping tents on Amazon?",1,4.0,Sports & Outdoors
I'm planning a hiking trip and need a durable backpack. Any suggestions?,1,4.0,Sports & Outdoors
What's the best fitness tracker available right now?,1,4.0,Sports & Outdoors
Could you recommend some moisture-wicking running shirts?,1,2.0,Sports & Outdoors
"I need to buy a new yoga mat, which one do you recommend?",1,4.0,Sports & Outdoors
"Good morning, do you know if Amazon has any good deals on outdoor gear?",1,3.0,Sports & Outdoors
Is there a discount on any high-quality fishing rods?,1,3.0,Sports & Outdoors
Can I get some help finding a new pair of hiking boots?,1,4.0,Sports & Outdoors
"I heard foam rollers are good for workout recovery, which one should I get?",1,4.0,Sports & Outdoors
"Hello, I'm looking for a new bicycle helmet, any recommendations?",1,4.0,Sports & Outdoors
"Hey, do you have suggestions for waterproof camping gear?",1,3.0,Sports & Outdoors
I need some new gym clothes that are affordable yet durable. Any ideas?,1,4.0,Sports & Outdoors
"Searching for a gift for a friend who loves jogging, any cool gadgets?",1,2.0,Sports & Outdoors
Can you help me find a deal on a new set of golf clubs?,1,4.0,Sports & Outdoors
"I'm trying to find a sturdy but light sleeping bag, any ideas?",1,4.0,Sports & Outdoors
"Hi, what are the top-rated sports water bottles on Amazon?",1,4.0,Sports & Outdoors
"I'm curious about electric bikes, do you have any info on them?",1,3.0,Sports & Outdoors
"Need a new pair of swim goggles that won't fog up, any suggestions?",1,4.0,Sports & Outdoors
What's a good brand for thermal wear for skiing?,1,3.0,Sports & Outdoors
Can you find me a good deal on protein powder?,1,4.0,Sports & Outdoors
Good morning! I'm looking to buy a new tent for camping. Any suggestions?,1,4.0,Sports & Outdoors
Can you find me a high-quality yoga mat on Amazon?,1,4.0,Sports & Outdoors
"I need some new hiking boots, preferably waterproof. What do you recommend?",1,4.0,Sports & Outdoors
Is there a good deal on running shoes right now?,1,3.0,Sports & Outdoors
"Hey, do you think a fitness tracker is worth buying?",1,2.0,Sports & Outdoors
I'm planning a fishing trip. Any recommendations for a reliable fishing rod?,1,4.0,Sports & Outdoors
What's the best brand for camping stoves?,1,4.0,Sports & Outdoors
Could you help me find a durable backpack for outdoor adventures?,1,4.0,Sports & Outdoors
I'm looking for a new pair of cycling shorts. Any good ones?,1,4.0,Sports & Outdoors
Can you recommend a good sports water bottle that keeps water cold for long periods?,1,3.0,Sports & Outdoors
Hi! I need a new gym bag that can fit all my gear. Any ideas?,1,4.0,Sports & Outdoors
I'm thinking about buying a basketball. What are some durable options?,1,4.0,Sports & Outdoors
Do you know if there are any eco-friendly sleeping bags available?,1,3.0,Sports & Outdoors
I want to start kayaking. Can you help me find an affordable kayak?,1,4.0,Sports & Outdoors
I heard foam rollers are good for workout recovery. Which one should I get?,1,4.0,Sports & Outdoors
Can you find me a deal on tennis rackets?,1,4.0,Sports & Outdoors
"Hello, I'm looking for a new snowboard. Any recommendations?",1,4.0,Sports & Outdoors
What's a good protein powder for building muscle?,1,4.0,Sports & Outdoors
Can you suggest a good pair of swim goggles?,1,3.0,Sports & Outdoors
"I need a new football, preferably one that's good for both training and matches. Any ideas?",1,4.0,Sports & Outdoors
"Hey there, I'm looking to upgrade my camping gear for an upcoming trip. Any suggestions?",1,4.0,Sports & Outdoors
Could you find me a sturdy tent that's under $100?,1,4.0,Sports & Outdoors
I need a high-quality sleeping bag suitable for cold weather. Any ideas?,1,4.0,Sports & Outdoors
"Good morning, can you help me find a fitness tracker that's easy to use?",1,3.0,Sports & Outdoors
I'm interested in buying a new pair of hiking boots. Any recommendations?,1,4.0,Sports & Outdoors
Can you show me some popular water bottles for hiking?,1,2.0,Sports & Outdoors
I'm thinking of getting a yoga mat. What are the top-rated ones on Amazon?,1,4.0,Sports & Outdoors
"Hi, do you have any deals on exercise equipment?",1,3.0,Sports & Outdoors
I'm looking for a gift for my friend who loves outdoor sports. Any unique ideas?,1,3.0,Sports & Outdoors
Can you recommend a durable set of weights for home workouts?,1,4.0,Sports & Outdoors
"Hello, what's the best-selling sports apparel right now?",1,2.0,Sports & Outdoors
I need a new backpack for hiking that has a lot of storage space. What do you suggest?,1,4.0,Sports & Outdoors
Can you find me a lightweight camping stove?,1,4.0,Sports & Outdoors
What are the best sports watches available on Amazon?,1,4.0,Sports & Outdoors
"Hi, I'm planning on starting to jog, can you help me pick some beginner running shoes?",1,4.0,Sports & Outdoors
Can you recommend a good fishing rod for a beginner?,1,4.0,Sports & Outdoors
I heard foam rollers are good for workout recovery. Which one should I buy?,1,4.0,Sports & Outdoors
Could you help me find a bicycle helmet that's comfortable and safe?,1,4.0,Sports & Outdoors
What's the best type of protein powder for building muscle?,1,4.0,Sports & Outdoors
"Good evening, can you find me a deal on a new set of golf clubs?",1,3.0,Sports & Outdoors
Hey there! I'm planning a camping trip and need a sturdy tent. Any suggestions?,1,4.0,Sports & Outdoors
Good morning! Could you help me find a fitness tracker that's good for swimming?,1,4.0,Sports & Outdoors
I'm looking for affordable yoga mats on Amazon. Any deals going on?,1,3.0,Sports & Outdoors
Can you recommend a durable pair of hiking boots?,1,4.0,Sports & Outdoors
I need a new basketball. What are some top-rated options?,1,4.0,Sports & Outdoors
Hi! I'm thinking of buying a new sleeping bag that's lightweight. Any ideas?,1,3.0,Sports & Outdoors
What's the best exercise equipment for a small home gym?,1,4.0,Sports & Outdoors
I want to start cycling. Do you have any budget-friendly bicycles?,1,4.0,Sports & Outdoors
Is there a good selection of golf clubs on Amazon?,1,2.0,Sports & Outdoors
Can you find me a deal on a quality fishing rod?,1,4.0,Sports & Outdoors
Could you assist me in choosing a backpack for hiking?,1,4.0,Sports & Outdoors
I heard foam rollers are great for recovery. Any recommendations?,1,3.0,Sports & Outdoors
What are the best moisture-wicking shirts available?,1,3.0,Sports & Outdoors
I'm in need of a new pair of running shoes. Any advice?,1,4.0,Sports & Outdoors
Do you have any eco-friendly sports water bottles?,1,2.0,Sports & Outdoors
"Looking for a good protein powder, any thoughts?",1,3.0,Sports & Outdoors
Can you help me find a compact camping stove?,1,4.0,Sports & Outdoors
"Need a replacement for my old tennis racket, what do you suggest?",1,4.0,Sports & Outdoors
Are there any good deals on workout gloves?,1,2.0,Sports & Outdoors
"Hey, can you recommend some sturdy tents for camping?",1,4.0,Sports & Outdoors
I'm in need of a new yoga mat. What are the best options on Amazon?,1,4.0,Sports & Outdoors
Could you help me find a good deal on hiking boots?,1,3.0,Sports & Outdoors
Is there any ongoing sale for sports apparel?,1,2.0,Sports & Outdoors
What are the top-rated fitness trackers available now?,1,4.0,Sports & Outdoors
"Good day, I'm looking for a water bottle that keeps temperature for long hours.",1,4.0,Sports & Outdoors
Can you assist with a list of the best fishing gear on Amazon?,1,3.0,Sports & Outdoors
I need a new basketball. Any recommendations?,1,3.0,Sports & Outdoors
"Hello, looking for a gift for a friend who loves outdoor activities. Any ideas?",1,2.0,Sports & Outdoors
What's the best brand for running shoes on Amazon?,1,4.0,Sports & Outdoors
"Looking for a reliable camping stove, any suggestions?",1,4.0,Sports & Outdoors
Can you find me a lightweight backpack suitable for trekking?,1,4.0,Sports & Outdoors
"I'm planning a fishing trip, need some new rods and reels. What do you have?",1,4.0,Sports & Outdoors
Do you have any budget-friendly mountain bikes?,1,4.0,Sports & Outdoors
"Hello, can you suggest some good swimming goggles?",1,3.0,Sports & Outdoors
"Hi, what are the latest trends in sports apparel for women?",1,4.0,Sports & Outdoors
"Looking to buy a new football, any good deals?",1,3.0,Sports & Outdoors
Could you help me find a hydration pack for long cycling rides?,1,4.0,Sports & Outdoors
"I need some new gear for my home gym, any recommendations?",1,4.0,Sports & Outdoors
Where can I find good quality climbing equipment?,1,4.0,Sports & Outdoors
Good morning! I'm thinking of upgrading my camping gear. Any suggestions?,1,4.0,Sports & Outdoors
What's the best fitness tracker available on Amazon right now?,1,4.0,Sports & Outdoors
Can you find me a sturdy tent for under $100?,1,3.0,Sports & Outdoors
"I'm looking for high-quality running shoes, any ideas?",1,4.0,Sports & Outdoors
I need a new basketball. What do you recommend?,1,4.0,Sports & Outdoors
"Hi, could you help me find a yoga mat with good reviews?",1,4.0,Sports & Outdoors
Do you have any recommendations for a durable hiking backpack?,1,4.0,Sports & Outdoors
"Looking for a deal on a new fishing rod, any suggestions?",1,4.0,Sports & Outdoors
Could you find me some affordable camping cookware?,1,3.0,Sports & Outdoors
"I'm thinking of buying a new sports water bottle, any favorites?",1,4.0,Sports & Outdoors
What are some of the best-rated fitness DVDs on Amazon?,1,2.0,Sports & Outdoors
Can you help me choose a gift for a friend who loves jogging?,1,3.0,Sports & Outdoors
"I need to replace my old tennis racket, any good deals?",1,4.0,Sports & Outdoors
Can you find me a light and compact sleeping bag?,1,3.0,Sports & Outdoors
I'm planning a hiking trip and need new gear. Where should I start?,1,4.0,Sports & Outdoors
What's a good brand for cycling shorts on Amazon?,1,2.0,Sports & Outdoors
Looking for a new surfboard. Any recommendations?,1,4.0,Sports & Outdoors
I'm interested in starting kayaking. What do I need to buy?,1,4.0,Sports & Outdoors
Can you recommend a good mountain bike that's not too expensive?,1,4.0,Sports & Outdoors
Good morning! I'm thinking of starting some outdoor running. Any suggestions for good running shoes?,1,4.0,Sports & Outdoors
Can you recommend a durable tent for camping?,1,4.0,Sports & Outdoors
"Hi, could you help me find a fitness tracker that's easy to use and not too pricey?",1,3.0,Sports & Outdoors
I need a new basketball. What do you have?,1,4.0,Sports & Outdoors
"Looking for a high-quality yoga mat, any recommendations?",1,4.0,Sports & Outdoors
What's the best fishing rod I can get on Amazon for an upcoming trip?,1,4.0,Sports & Outdoors
Can you help me find a hydration pack for long bike rides?,1,4.0,Sports & Outdoors
I'm looking for a gift for a friend who loves hiking. Any ideas?,1,2.0,Sports & Outdoors
Do you have any affordable but reliable hiking boots?,1,4.0,Sports & Outdoors
I want to start weight training at home. What do I need?,1,4.0,Sports & Outdoors
"Hey, I heard you can help with finding sports apparel. Need some for my gym workouts.",1,4.0,Sports & Outdoors
Is there a good deal on camping stoves currently?,1,3.0,Sports & Outdoors
Need a new set of golf clubs that are suitable for beginners. Any recommendations?,1,4.0,Sports & Outdoors
What are some of the best-rated ski goggles on Amazon right now?,1,4.0,Sports & Outdoors
Can you find me a good deal on a quality bicycle helmet?,1,4.0,Sports & Outdoors
I'm planning a trip to the beach. Do you have any good surfboards?,1,4.0,Sports & Outdoors
I need a replacement for my old tennis racket. Something for intermediate players. Suggestions?,1,4.0,Sports & Outdoors
"Hello, looking for a new sleeping bag that's suitable for cold weather. Any ideas?",1,4.0,Sports & Outdoors
Can you suggest some good moisture-wicking workout clothes?,1,3.0,Sports & Outdoors
I'm looking to replace my old fishing gear. What are the latest and best options available?,1,4.0,Sports & Outdoors
"Hello, I'm looking to buy some new toys for my puppy. Any recommendations?",1,4.0,Pet Supplies
Can you find me the best deals on cat litter on Amazon right now?,1,4.0,Pet Supplies
I need a new scratching post for my cat. What are the options?,1,4.0,Pet Supplies
Do you think organic dog food is really better? Looking to possibly buy some.,1,2.0,Pet Supplies
"Hey, what's the latest in pet technology? I want to get something cool for my pet.",1,3.0,Pet Supplies
I'm considering buying a new fish tank. Any suggestions?,1,3.0,Pet Supplies
"Hey, do you know if Amazon has any good bird cages on sale?",1,2.0,Pet Supplies
What's the best pet odor eliminator available on Amazon?,1,4.0,Pet Supplies
Can you help me find a durable leash for large dogs?,1,4.0,Pet Supplies
"I'm looking for hypoallergenic cat food, any ideas?",1,4.0,Pet Supplies
What are the best-rated pet supplements on Amazon?,1,3.0,Pet Supplies
Looking for a gift for my dog-loving friend. Any unique finds?,1,2.0,Pet Supplies
Could you check if there are any discounts on pet grooming kits?,1,2.0,Pet Supplies
"I need to replace my pet's bed with something more comfortable, any suggestions?",1,4.0,Pet Supplies
Is there a reliable automatic pet feeder on Amazon? I'm planning to buy one.,1,4.0,Pet Supplies
Could you provide some information on the return policies for pet items?,0,0.0,Pet Supplies
What's the best way to search for pet-friendly products on Amazon?,0,0.0,Pet Supplies
"Hello, can I get some help with finding pet products?",1,2.0,Pet Supplies
I heard there are new types of fish food that help with color enhancement. True?,0,0.0,Pet Supplies
"Hi there, can you recommend some sturdy toys for large dogs?",1,4.0,Pet Supplies
I'm considering buying a new cat scratching post. Any ideas?,1,3.0,Pet Supplies
Could you find me the best deals on parrot cages on Amazon?,1,4.0,Pet Supplies
What's the most popular pet carrier right now?,1,2.0,Pet Supplies
Do you have any eco-friendly pet supplies?,1,3.0,Pet Supplies
"Need a new leash that can handle a strong dog, any recommendations?",1,4.0,Pet Supplies
"Looking for a new aquarium filter, got any in mind?",1,4.0,Pet Supplies
Can you find me a high-quality dog bed for a Labrador?,1,4.0,Pet Supplies
What are the best-selling pet grooming tools on Amazon?,1,2.0,Pet Supplies
"I need to order some organic cat food, can you help?",1,4.0,Pet Supplies
"Good morning, just checking in before I start shopping for pet supplies.",0,0.0,General
Can you track my last order of dog toys?,1,2.0,Pet Supplies
Is there a discount for buying multiple pet items?,1,2.0,Pet Supplies
How do I choose the right size collar for my cat?,1,2.0,Pet Supplies
"I'm looking to set up a new fish tank, any starting advice?",1,3.0,Pet Supplies
Do you offer same-day delivery for pet products?,1,2.0,Pet Supplies
Which brands of dog food are grain-free?,1,3.0,Pet Supplies
Can I get an automatic feeder for a large dog?,1,4.0,Pet Supplies
What are the safest toys for puppies?,1,4.0,Pet Supplies
Do you have any hypoallergenic bedding for cats?,1,2.0,Pet Supplies
"Good morning, I need some help with pet supplies.",1,2.0,Pet Supplies
Can you recommend some durable toys for large dogs?,1,4.0,Pet Supplies
What's the best cat litter on Amazon right now?,1,3.0,Pet Supplies
"I'm looking for organic pet food, any ideas?",1,4.0,Pet Supplies
Do you have any budget-friendly pet beds in stock?,1,4.0,Pet Supplies
"Hello, can you help me find some accessories for my new puppy?",1,3.0,Pet Supplies
"I need a new leash that's strong but comfortable, any suggestions?",1,4.0,Pet Supplies
"Looking for the latest in cat scratching posts, got any leads?",1,4.0,Pet Supplies
"Hey, what are the most popular fish aquariums on Amazon today?",1,2.0,Pet Supplies
Could you find me a good deal on bird cages?,1,3.0,Pet Supplies
"I'm in need of hypoallergenic dog treats, can you assist?",1,4.0,Pet Supplies
What are some top-rated pet grooming tools?,1,3.0,Pet Supplies
Can you find me some fun and interactive toys for cats?,1,4.0,Pet Supplies
"I'm searching for a pet camera to monitor my dog while I'm at work, any recommendations?",1,4.0,Pet Supplies
"Hello, I'm thinking about buying my pet a new collar, any good ones?",1,3.0,Pet Supplies
Can you help me compare prices for pet shampoos?,1,3.0,Pet Supplies
I need some advice on the best pet odor eliminators available.,1,4.0,Pet Supplies
What's a good gift for a pet lover from Amazon?,1,2.0,Pet Supplies
Can you suggest some eco-friendly pet products?,1,4.0,Pet Supplies
"I'm looking for the latest pet technology gadgets, got any info?",1,4.0,Pet Supplies
Hi there! I'm looking to buy some new toys for my cat. Any suggestions?,1,4.0,Pet Supplies
What's the best dog leash available on Amazon right now?,1,4.0,Pet Supplies
Can you recommend a durable chew toy for a large dog?,1,4.0,Pet Supplies
I need to reorder fish food. Can you help?,1,4.0,Pet Supplies
Is there a special kind of birdseed recommended for parakeets?,1,3.0,Pet Supplies
"Hello, can you assist me with finding eco-friendly pet products?",1,2.0,Pet Supplies
"Good morning, I'm in the market for a new pet bed. Any deals?",1,4.0,Pet Supplies
Could you find me the top-rated pet grooming kits?,1,4.0,Pet Supplies
"I forgot the brand, but it’s a popular dog collar. Know which one?",1,2.0,Pet Supplies
"My cat is fussy with food, got any high-rated suggestions?",1,4.0,Pet Supplies
Do you offer assistance with finding pet supplies on sale?,1,2.0,Pet Supplies
"I’m looking for natural pet treats, any ideas?",1,4.0,Pet Supplies
Can you find a good harness for a puppy?,1,4.0,Pet Supplies
I need a new scratching post for my kitten. Any recommendations?,1,4.0,Pet Supplies
What’s the best selling pet carrier on Amazon?,1,4.0,Pet Supplies
"Looking for a gift for a pet lover, any quirky ideas?",1,2.0,Pet Supplies
"Hey, can you help me find a good deal on pet shampoos?",1,3.0,Pet Supplies
Is there a subscription service for pet food on Amazon?,1,4.0,Pet Supplies
"I heard there are smart pet feeders now, can you confirm?",1,2.0,Pet Supplies
What are the newest pet gadgets this year?,1,3.0,Pet Supplies
Hello there! I'm thinking of getting some new toys for my puppy. Any ideas?,1,3.0,Pet Supplies
Can you recommend a durable leash for large dogs available on Amazon?,1,4.0,Pet Supplies
"I'm looking for organic cat food, do you have any suggestions?",1,4.0,Pet Supplies
Good morning! Just browsing for some pet grooming tools today.,1,2.0,Pet Supplies
"Hey, do you know if Amazon has offers on bird cages?",1,2.0,Pet Supplies
"I need a new fish tank filter, preferably under $50. Any recommendations?",1,4.0,Pet Supplies
Could you help me find some hypoallergenic bedding for my cat?,1,3.0,Pet Supplies
What's the best-selling pet odor remover on Amazon right now?,1,4.0,Pet Supplies
"Hi, I need to replace my dog's chewed-up toys. Any new arrivals?",1,3.0,Pet Supplies
Is there a discount on bulk purchase of parrot food?,1,2.0,Pet Supplies
"Hey, can you find me a deal on a cat climbing tower?",1,4.0,Pet Supplies
I'm planning to buy a new harness for my pet. What are the best options?,1,4.0,Pet Supplies
Can you suggest a reliable brand for pet supplements?,1,3.0,Pet Supplies
"I've heard about biodegradable poop bags, do you have any in stock?",1,3.0,Pet Supplies
"Hello, I'm just starting to look for a new pet bed. Any recommendations?",0,0.0,Pet Supplies
"Good afternoon, can you assist me in finding a water fountain for my cat?",1,2.0,Pet Supplies
I need some advice on the best flea and tick control for dogs. What do you suggest?,1,4.0,Pet Supplies
Can you help me find a gift for my friend's new puppy?,1,2.0,Pet Supplies
What are the latest trends in pet toys?,0,0.0,Pet Supplies
Do you have any eco-friendly pet products?,1,2.0,Pet Supplies
"Hello, can you help me find some quality office chairs?",1,4.0,Office Supplies
What's the best standing desk available on Amazon right now?,1,4.0,Office Supplies
Can you recommend a reliable printer for home office use?,1,4.0,Office Supplies
"I need a bulk order of sticky notes, can you assist?",1,4.0,Office Supplies
Looking for a good deal on ergonomic keyboards. Any ideas?,1,3.0,Office Supplies
Could you find me some high-quality filing cabinets?,1,4.0,Office Supplies
Do you have suggestions for good desk organizers?,1,3.0,Office Supplies
"I'm looking to buy some monitor stands, can you help?",1,4.0,Office Supplies
Need a recommendation for a good office lamp.,1,3.0,Office Supplies
Can you help me find a nice planner for scheduling?,1,4.0,Office Supplies
What are the top-rated paper shredders on Amazon today?,1,4.0,Office Supplies
"Looking for affordable computer mice, any recommendations?",1,2.0,Office Supplies
"Just browsing for now, thanks!",0,0.0,General
Can you show me some customer reviews for office chairs?,1,3.0,Office Supplies
"I might consider getting a new bookshelf, any suggestions?",1,2.0,Office Supplies
Is there a sale on any office supplies currently?,1,2.0,Office Supplies
What's the return policy on office desks?,1,2.0,Office Supplies
Thanks for your help!,0,0.0,General
Good morning! I'm setting up my home office and need some supplies.,1,4.0,Office Supplies
Can you recommend a sturdy desk for remote work?,1,4.0,Office Supplies
What's the best ergonomic office chair available on Amazon?,1,4.0,Office Supplies
"I need some filing cabinets that can fit in a small space, any ideas?",1,3.0,Office Supplies
Could you find me some deals on bulk stationery?,1,2.0,Office Supplies
Is there a good organizer for keeping desk clutter to a minimum?,1,4.0,Office Supplies
"I'm thinking about buying a new printer, what do you recommend?",1,4.0,Office Supplies
Do you have any eco-friendly office supplies?,1,3.0,Office Supplies
"Hey, can you help me choose a comfortable desk lamp?",1,4.0,Office Supplies
I'm looking for a whiteboard that's easy to clean. Any suggestions?,1,3.0,Office Supplies
"Hi, can you assist me in finding some affordable office decor?",1,2.0,Office Supplies
"I heard mesh office chairs are good, do you have any in stock?",1,4.0,Office Supplies
"I need a large desk pad, preferably leather. What are my options?",1,3.0,Office Supplies
Can you find me a good deal on a high-quality paper shredder?,1,4.0,Office Supplies
What are the best-selling organizers for office supplies right now?,1,2.0,Office Supplies
Can you show me some options for ergonomic wrist rests?,1,3.0,Office Supplies
I need a compact file organizer for my desk. Any recommendations?,1,4.0,Office Supplies
Do you have any smart office gadgets that help with productivity?,1,4.0,Office Supplies
"Looking for some colorful binders for my projects, what do you have?",1,3.0,Office Supplies
"Hi there, can you help me find some quality seat covers for my car?",1,4.0,Automotive
I'm looking for the best prices on car tires. Any suggestions?,1,4.0,Automotive
Can you recommend a reliable engine oil for high mileage vehicles?,1,4.0,Automotive
"Hey, do you know if Amazon has any deals on car battery chargers?",1,3.0,Automotive
"Good morning, I need a set of headlight bulbs for a 2010 Ford Mustang. Can you assist?",1,4.0,Automotive
I'm planning to purchase a new air filter for my SUV. Which brands would you recommend?,1,4.0,Automotive
Could you find some affordable tool kits for car repairs on Amazon?,1,4.0,Automotive
"Hello, I'm in need of new windshield wipers. Can you help?",1,4.0,Automotive
Is there a sale on automotive accessories today?,1,2.0,Automotive
